date,rank,rank_last_week,weeks_on_list,asterisk,dagger,primary_isbn10,primary_isbn13,publisher,description,title,author,contributor,book_image,book_image_width,book_image_height,amazon_product_url,isbns,buy_links,book_uri,waargenomen,category,barnes_and_noble_price,rating,ban_link
2023-09-17,14,12,3,0,0,1250892465,9781250892461,Tor,A real estate agent who also is a vampire seeks the help of a medium to extricate the ghost who is haunting the house she needs to sell.,MASTERS OF DEATH,Olivie Blake,by Olivie Blake,https://storage.googleapis.com/du-prd/books/images/9781250892461.jpg,324,500,https://www.amazon.com/dp/1250892465?tag=NYTBSREV-20,"[{'isbn10': '1250892465', 'isbn13': '9781250892461'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1250892465?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781250892461?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781250892461'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FMASTERS%2BOF%2BDEATH%2FOlivie%2BBlake%2F9781250892461'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9781250892461'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9781250892461?aff=NYT'}]",nyt://book/f87c3311-04cd-547c-91cf-b240fa74d3fe,3,Hardcover Fiction,26.99,4.6,https://www.barnesandnoble.com/w/masters-of-death-olivie-blake/1141640010?ean=9781250892461
2023-09-10,14,14,11,0,0,0316258776,9780316258777,"Little, Brown","After a tragedy, a popular food blogger brings friends from distinct times in her life to spend a weekend in Nantucket.",THE FIVE-STAR WEEKEND,Elin Hilderbrand,by Elin Hilderbrand,https://storage.googleapis.com/du-prd/books/images/9780316258777.jpg,323,500,https://www.amazon.com/dp/0316258776?tag=NYTBSREV-20,"[{'isbn10': '0316258776', 'isbn13': '9780316258777'}, {'isbn10': '0316259381', 'isbn13': '9780316259385'}, {'isbn10': '1668629496', 'isbn13': '9781668629499'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0316258776?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780316258777?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780316258777'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BFIVE-STAR%2BWEEKEND%2FElin%2BHilderbrand%2F9780316258777'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780316258777'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780316258777?aff=NYT'}]",nyt://book/8c779b4e-ab10-5946-a522-e8dd1167b1db,2,Hardcover Fiction,30.0,4.3,https://www.barnesandnoble.com/w/the-five-star-weekend-elin-hilderbrand/1142422496?ean=9780316258777
2023-09-17,15,15,24,0,0,0063204150,9780063204157,Ecco,A widow working the night shift at the Sowell Bay Aquarium is aided in solving a mystery by a giant Pacific octopus living there.,REMARKABLY BRIGHT CREATURES,Shel Van Pelt,by Shelby Van Pelt,https://storage.googleapis.com/du-prd/books/images/9780063204157.jpg,329,500,https://www.amazon.com/dp/0063204150?tag=NYTBSREV-20,"[{'isbn10': '0063204150', 'isbn13': '9780063204157'}, {'isbn10': '0063204185', 'isbn13': '9780063204188'}, {'isbn10': '0063204169', 'isbn13': '9780063204164'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0063204150?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780063204157?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780063204157'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FREMARKABLY%2BBRIGHT%2BCREATURES%2FShel%2BVan%2BPelt%2F9780063204157'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780063204157'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780063204157?aff=NYT'}]",nyt://book/206a5e83-12f4-5ea9-8e63-1da5470a6ef5,2,Hardcover Fiction,29.99,4.8,https://www.barnesandnoble.com/w/remarkably-bright-creatures-shelby-van-pelt/1139955287?ean=9780063204157
2023-10-01,15,5,2,0,0,198217921X,9781982179212,Atria,Suspicions and accusations complicate a sheriff’s investigation of a wealthy landowner’s murder in a small Minnesota town in 1958.,THE RIVER WE REMEMBER,William Kent Krueger,by William Kent Krueger,https://storage.googleapis.com/du-prd/books/images/9781982179212.jpg,331,500,https://www.amazon.com/dp/198217921X?tag=NYTBSREV-20,"[{'isbn10': '198217921X', 'isbn13': '9781982179212'}, {'isbn10': '1982179236', 'isbn13': '9781982179236'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/198217921X?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781982179212?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781982179212'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BRIVER%2BWE%2BREMEMBER%2FWilliam%2BKent%2BKrueger%2F9781982179212'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9781982179212'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9781982179212?aff=NYT'}]",nyt://book/4b74319c-f0d4-5bcc-a5a2-774c893d7e07,2,Hardcover Fiction,28.99,4.8,https://www.barnesandnoble.com/w/the-river-we-remember-william-kent-krueger/1143030183?ean=9781982179212
2023-10-01,12,3,2,0,0,1250284090,9781250284099,St. Martin's,The 57th book of the In Death series. Eve Dallas looks into the death of an internal affairs captain.,PAYBACK IN DEATH,J.D. Robb,by J.D. Robb,https://storage.googleapis.com/du-prd/books/images/9781250284099.jpg,329,500,https://www.amazon.com/dp/1250284090?tag=NYTBSREV-20,"[{'isbn10': '1250284090', 'isbn13': '9781250284099'}, {'isbn10': '1250284104', 'isbn13': '9781250284105'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1250284090?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781250284099?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781250284099'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FPAYBACK%2BIN%2BDEATH%2FJ.D.%2BRobb%2F9781250284099'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9781250284099'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9781250284099?aff=NYT'}]",nyt://book/07352477-277c-5e66-93af-32c37926ccbe,2,Hardcover Fiction,30.0,5.0,https://www.barnesandnoble.com/w/payback-in-death-j-d-robb/1142827184?ean=9781250284099
2023-10-01,11,8,2,0,0,0525558969,9780525558965,Penguin Press,"In 1873, a Scottish housekeeper to a once-famous novelist is captivated by a trial in which a lower-class butcher from Australia claims to be the rightful heir of a sizable estate and title.",THE FRAUD,Zadie Smith,by Zadie Smith,https://storage.googleapis.com/du-prd/books/images/9780525558965.jpg,329,500,https://www.amazon.com/dp/0525558969?tag=NYTBSREV-20,"[{'isbn10': '0525558969', 'isbn13': '9780525558965'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0525558969?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780525558965?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780525558965'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BFRAUD%2FZadie%2BSmith%2F9780525558965'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780525558965'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780525558965?aff=NYT'}]",nyt://book/04a6f61b-5333-5fd9-8373-c388f0b3000d,2,Hardcover Fiction,29.0,3.0,https://www.barnesandnoble.com/w/the-fraud-zadie-smith/1142804236?ean=9780525558965
2023-10-01,1,1,2,0,0,1668016133,9781668016138,Scribner,The private detective Holly Gibney investigates whether a married pair of octogenarian academics had anything to do with Bonnie Dahl’s disappearance.,HOLLY,Stephen King,by Stephen King,https://storage.googleapis.com/du-prd/books/images/9781668016138.jpg,327,500,https://www.amazon.com/dp/1668016133?tag=NYTBSREV-20,"[{'isbn10': '1668016133', 'isbn13': '9781668016138'}, {'isbn10': '1668014955', 'isbn13': '9781668014950'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1668016133?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781668016138?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781668016138'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FHOLLY%2FStephen%2BKing%2F9781668016138'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9781668016138'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9781668016138?aff=NYT'}]",nyt://book/24a09504-4f13-5e38-a4a0-f6b8978e5ca7,2,Hardcover Fiction,30.0,3.5,https://www.barnesandnoble.com/w/holly-stephen-king/1142967024?ean=9781668016138
2023-09-24,15,5,2,0,0,1668033429,9781668033425,Atria,"As her wedding to a man she met at a childhood weight-loss camp approaches, Abby goes on a cycling trip to Niagara Falls in a group that includes an old fling.",THE BREAKAWAY,Jennifer Weiner,by Jennifer Weiner,https://storage.googleapis.com/du-prd/books/images/9781668033425.jpg,329,500,https://www.amazon.com/dp/1668033429?tag=NYTBSREV-20,"[{'isbn10': '1668033429', 'isbn13': '9781668033425'}, {'isbn10': '1668033445', 'isbn13': '9781668033449'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1668033429?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781668033425?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781668033425'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BBREAKAWAY%2FJennifer%2BWeiner%2F9781668033425'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9781668033425'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9781668033425?aff=NYT'}]",nyt://book/6ba5e702-5f6b-51fc-b156-d722c8e74c0c,2,Hardcover Fiction,28.99,4.5,https://www.barnesandnoble.com/w/the-breakaway-jennifer-weiner/1143169710?ean=9781668033425
2023-09-24,13,0,1,0,0,1368090133,9781368090131,Hyperion Avenue,A fictional memoir that appears in the movie “Ant-Man and the Wasp: Quantumania.”,LOOK OUT FOR THE LITTLE GUY!,Scott Lang with Rob Kutner,by Scott Lang with Rob Kutner,https://storage.googleapis.com/du-prd/books/images/9781368090131.jpg,334,500,https://www.amazon.com/dp/1368090133?tag=NYTBSREV-20,"[{'isbn10': '1368090133', 'isbn13': '9781368090131'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1368090133?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781368090131?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781368090131'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FLOOK%2BOUT%2BFOR%2BTHE%2BLITTLE%2BGUY%2521%2FScott%2BLang%2Bwith%2BRob%2BKutner%2F9781368090131'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9781368090131'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9781368090131?aff=NYT'}]",nyt://book/75578b80-68c0-56a8-bd5b-efbd9e9dfe65,1,Hardcover Fiction,26.99,4.6,https://www.barnesandnoble.com/w/look-out-for-the-little-guy-scott-lang/1143009346?ean=9781368090131
2023-09-24,12,0,1,0,0,0593297318,9780593297315,Viking,The 19th book in the Longmire series. A rifle connected to a cold case once belonged to Walt’s grandfather.,THE LONGMIRE DEFENSE,Craig Johnson,by Craig Johnson,https://storage.googleapis.com/du-prd/books/images/9780593297315.jpg,331,500,https://www.amazon.com/dp/0593297318?tag=NYTBSREV-20,"[{'isbn10': '0593297318', 'isbn13': '9780593297315'}, {'isbn10': '0593297326', 'isbn13': '9780593297322'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0593297318?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780593297315?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780593297315'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BLONGMIRE%2BDEFENSE%2FCraig%2BJohnson%2F9780593297315'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780593297315'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780593297315?aff=NYT'}]",nyt://book/6ec8213a-3902-569d-9830-9d319e755d2c,1,Hardcover Fiction,29.0,5.0,https://www.barnesandnoble.com/w/the-longmire-defense-craig-johnson/1143255273?ean=9780593297315
2023-09-24,11,0,1,0,0,0593422813,9780593422816,Putnam,Jack Ryan Jr. witnesses a professional hit and gets caught up in the cold case of a college student who vanished.,TOM CLANCY: WEAPONS GRADE,Don Bentley,by Don Bentley,https://storage.googleapis.com/du-prd/books/images/9780593422816.jpg,332,500,https://www.amazon.com/dp/0593422813?tag=NYTBSREV-20,"[{'isbn10': '0593422813', 'isbn13': '9780593422816'}, {'isbn10': '0593422821', 'isbn13': '9780593422823'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0593422813?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780593422816?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780593422816'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTOM%2BCLANCY%253A%2BWEAPONS%2BGRADE%2FDon%2BBentley%2F9780593422816'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780593422816'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780593422816?aff=NYT'}]",nyt://book/322ba51f-7bbe-50e6-98ef-4f53670c1940,1,Hardcover Fiction,29.95,5.0,https://www.barnesandnoble.com/w/tom-clancy-weapons-grade-don-bentley/1143085983?ean=9780593422816
2023-10-01,3,0,1,0,0,1982164999,9781982164997,Atria/Emily Bestler,The 22nd book in the Mitch Rapp series. Rapp and his team try to foil a plot by Russia without being discovered.,VINCE FLYNN: CODE RED,Kyle Mills,by Kyle Mills,https://storage.googleapis.com/du-prd/books/images/9781982164997.jpg,329,500,https://www.amazon.com/dp/1982164999?tag=NYTBSREV-20,"[{'isbn10': '1982164999', 'isbn13': '9781982164997'}, {'isbn10': '1982165022', 'isbn13': '9781982165024'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1982164999?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781982164997?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781982164997'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FVINCE%2BFLYNN%253A%2BCODE%2BRED%2FKyle%2BMills%2F9781982164997'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9781982164997'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9781982164997?aff=NYT'}]",nyt://book/89c2b16d-16dc-5c79-901e-8c2b02e9ea53,1,Hardcover Fiction,29.99,4.5,https://www.barnesandnoble.com/w/code-red-vince-flynn/1143498675?ean=9781982164997
2023-10-01,6,0,1,0,0,1250750199,9781250750198,Bramble,"In a world where only nine cities were spared divine destruction, Calista must decide whether to follow her intuition to safety or court calamity by pursuing a love.",FALL OF RUIN AND WRATH,Jennifer L. Armentrout,by Jennifer L. Armentrout,https://storage.googleapis.com/du-prd/books/images/9781250750198.jpg,333,500,https://www.amazon.com/dp/1250750199?tag=NYTBSREV-20,"[{'isbn10': '1250750199', 'isbn13': '9781250750198'}, {'isbn10': '1250750180', 'isbn13': '9781250750181'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1250750199?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781250750198?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781250750198'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FFALL%2BOF%2BRUIN%2BAND%2BWRATH%2FJennifer%2BL.%2BArmentrout%2F9781250750198'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9781250750198'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9781250750198?aff=NYT'}]",nyt://book/0be10fbc-a05f-5433-9379-46ec76b71cb3,1,Hardcover Fiction,27.99,4.5,https://www.barnesandnoble.com/w/fall-of-ruin-and-wrath-jennifer-l-armentrout/1142827125?ean=9781250750198
2023-10-01,8,0,1,0,0,0593418395,9780593418390,Riverhead,"A servant girl, who escapes with almost nothing from a colonial settlement, finds the beliefs she learned are tested.",THE VASTER WILDS,Lauren Groff,by Lauren Groff,https://storage.googleapis.com/du-prd/books/images/9780593418390.jpg,331,500,https://www.amazon.com/dp/0593418395?tag=NYTBSREV-20,"[{'isbn10': '0593418395', 'isbn13': '9780593418390'}, {'isbn10': '0593418417', 'isbn13': '9780593418413'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0593418395?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780593418390?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780593418390'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BVASTER%2BWILDS%2FLauren%2BGroff%2F9780593418390'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780593418390'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780593418390?aff=NYT'}]",nyt://book/f8cbc4ec-b17d-579c-bc21-e84056636f3d,1,Hardcover Fiction,28.0,4.5,https://www.barnesandnoble.com/w/the-vaster-wilds-lauren-groff/1143022800?ean=9780593418390
2023-09-24,14,0,1,0,0,1250857015,9781250857019,Holt,A 45-year-old woman determines to remind others of how they once perceived her.,AMAZING GRACE ADAMS,Fran Littlewood,by Fran Littlewood,https://storage.googleapis.com/du-prd/books/images/9781250857019.jpg,329,500,https://www.amazon.com/dp/1250857015?tag=NYTBSREV-20,"[{'isbn10': '1250857015', 'isbn13': '9781250857019'}, {'isbn10': '1250334152', 'isbn13': '9781250334152'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1250857015?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781250857019?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781250857019'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FAMAZING%2BGRACE%2BADAMS%2FFran%2BLittlewood%2F9781250857019'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9781250857019'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9781250857019?aff=NYT'}]",nyt://book/452133c7-eea7-5683-91c0-67adcd488c8a,1,Hardcover Fiction,27.99,3.9,https://www.barnesandnoble.com/w/amazing-grace-adams-fran-littlewood/1141920059?ean=9781250857019
2023-10-01,13,0,1,0,0,0063335778,9780063335776,Morrow,"In 1942 London, 18-year-old Nellie Morris has a chance encounter with an American airman.",NINETEEN STEPS,Millie Bob Brown with Kathleen McGurl,by Millie Bobby Brown with Kathleen McGurl,https://storage.googleapis.com/du-prd/books/images/9780063335776.jpg,331,500,https://www.amazon.com/dp/0063335778?tag=NYTBSREV-20,"[{'isbn10': '0063335778', 'isbn13': '9780063335776'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0063335778?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780063335776?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780063335776'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FNINETEEN%2BSTEPS%2FMillie%2BBob%2BBrown%2Bwith%2BKathleen%2BMcGurl%2F9780063335776'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780063335776'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780063335776?aff=NYT'}]",nyt://book/96fbe324-d621-560b-a3e4-d3753e9c187c,1,Hardcover Fiction,28.99,5.0,https://www.barnesandnoble.com/w/nineteen-steps-millie-bobby-brown/1143252493?ean=9780063335776
2023-10-01,14,0,1,0,0,0063315041,9780063315044,Morrow,"When her granddaughter finds a dead body while kayaking, a convalescing Los Angeles businesswoman tries to uncover the truth.",MOTHER-DAUGHTER MURDER NIGHT,Nina Simon,by Nina Simon,https://storage.googleapis.com/du-prd/books/images/9780063315044.jpg,331,500,https://www.amazon.com/dp/0063315041?tag=NYTBSREV-20,"[{'isbn10': '0063315041', 'isbn13': '9780063315044'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0063315041?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780063315044?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780063315044'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FMOTHER-DAUGHTER%2BMURDER%2BNIGHT%2FNina%2BSimon%2F9780063315044'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780063315044'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780063315044?aff=NYT'}]",nyt://book/eafbbcd2-4aee-57d6-b447-00e9855bc0de,1,Hardcover Fiction,30.0,4.3,https://www.barnesandnoble.com/w/mother-daughter-murder-night-nina-simon/1142795398?ean=9780063315044
2023-09-03,12,5,2,0,0,198482192X,9781984821928,Delacorte,A best-selling author inherits an estate near London from her uncle and contemplates embracing a new identity.,HAPPINESS,Danielle Steel,by Danielle Steel,https://storage.googleapis.com/du-prd/books/images/9781984821928.jpg,328,500,https://www.amazon.com/dp/198482192X?tag=NYTBSREV-20,"[{'isbn10': '198482192X', 'isbn13': '9781984821928'}, {'isbn10': '1984821938', 'isbn13': '9781984821935'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/198482192X?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781984821928?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781984821928'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FHAPPINESS%2FDanielle%2BSteel%2F9781984821928'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9781984821928'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9781984821928?aff=NYT'}]",nyt://book/c1b9d0df-7459-5d41-9a0e-f71289d1de05,1,Hardcover Fiction,28.99,4.5,https://www.barnesandnoble.com/w/happiness-danielle-steel/1142639626?ean=9781984821928
