date,rank,rank_last_week,weeks_on_list,asterisk,dagger,primary_isbn10,primary_isbn13,publisher,description,title,author,contributor,book_image,book_image_width,book_image_height,amazon_product_url,isbns,buy_links,book_uri,waargenomen,category,barnes_and_noble_price,rating,ban_link
2023-09-03,13,0,1,0,0,0062893076,9780062893079,Morrow,"The 17th book in the Sigma Force series. After a geological disaster, Cmdr. Gray Pierce and his team go into action to prevent even greater threats.",TIDES OF FIRE,James Rollins,by James Rollins,https://storage.googleapis.com/du-prd/books/images/9780062893079.jpg,329,500,https://www.amazon.com/dp/0062893076?tag=NYTBSREV-20,"[{'isbn10': '0062893076', 'isbn13': '9780062893079'}, {'isbn10': '0062893122', 'isbn13': '9780062893123'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0062893076?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780062893079?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780062893079'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTIDES%2BOF%2BFIRE%2FJames%2BRollins%2F9780062893079'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780062893079'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780062893079?aff=NYT'}]",nyt://book/568b5550-50bb-56f5-8aaa-b914d04ada6b,1,Hardcover Fiction,32.0,5.0,https://www.barnesandnoble.com/w/tides-of-fire-james-rollins/1142267968?ean=9780062893079
2023-09-03,15,0,1,0,0,1982175370,9781982175375,Atria,Mia Jacob finds resonance between her mother’s time inside a cult in western Massachusetts and Nathaniel Hawthorne’s “The Scarlet Letter.”,THE INVISIBLE HOUR,Alice Hoffman,by Alice Hoffman,https://storage.googleapis.com/du-prd/books/images/9781982175375.jpg,334,500,https://www.amazon.com/dp/1982175370?tag=NYTBSREV-20,"[{'isbn10': '1982175370', 'isbn13': '9781982175375'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1982175370?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781982175375?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781982175375'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BINVISIBLE%2BHOUR%2FAlice%2BHoffman%2F9781982175375'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9781982175375'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9781982175375?aff=NYT'}]",nyt://book/168ed1af-3642-5702-aebf-efa104d13d96,1,Hardcover Fiction,27.99,4.0,https://www.barnesandnoble.com/w/the-invisible-hour-alice-hoffman/1142668788?ean=9781982175375
2023-09-10,3,0,1,0,0,1538736829,9781538736821,Grand Central,The fourth book in the Nora Kelly series. Kelly and Swanson search for the ninth victim of a gruesome and bizarre incident that occurred in 2008.,DEAD MOUNTAIN,Douglas Preston and Lincoln Child,by Douglas Preston and Lincoln Child,https://storage.googleapis.com/du-prd/books/images/9781538736821.jpg,331,500,https://www.amazon.com/dp/1538736829?tag=NYTBSREV-20,"[{'isbn10': '1538736829', 'isbn13': '9781538736821'}, {'isbn10': '1538742535', 'isbn13': '9781538742532'}, {'isbn10': '1538736837', 'isbn13': '9781538736838'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1538736829?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781538736821?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781538736821'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FDEAD%2BMOUNTAIN%2FDouglas%2BPreston%2Band%2BLincoln%2BChild%2F9781538736821'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9781538736821'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9781538736821?aff=NYT'}]",nyt://book/34d795e7-0dd7-568e-9b1f-35ba71a2b529,1,Hardcover Fiction,30.0,3.5,https://www.barnesandnoble.com/w/dead-mountain-douglas-preston/1142799588?ean=9781538736821
2023-09-10,6,0,1,0,0,0063157780,9780063157781,Morrow,The 11th book in the Will Trent series. Trent’s investigation of a young woman’s assault reveals a link to an attack 15 years ago.,AFTER THAT NIGHT,Karin Slaughter,by Karin Slaughter,https://storage.googleapis.com/du-prd/books/images/9780063157781.jpg,329,500,https://www.amazon.com/dp/0063157780?tag=NYTBSREV-20,"[{'isbn10': '0063157780', 'isbn13': '9780063157781'}, {'isbn10': '0063157810', 'isbn13': '9780063157811'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0063157780?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780063157781?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780063157781'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FAFTER%2BTHAT%2BNIGHT%2FKarin%2BSlaughter%2F9780063157781'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780063157781'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780063157781?aff=NYT'}]",nyt://book/1e9b35af-f8a9-54af-b787-a49b2057c1c7,1,Hardcover Fiction,32.0,5.0,https://www.barnesandnoble.com/w/after-that-night-karin-slaughter/1142858650?ean=9780063157781
2023-09-17,12,0,1,0,0,0593448200,9780593448205,Hogarth,The father and husband of a biracial Korean American family in Virginia goes missing.,HAPPINESS FALLS,Angie Kim,by Angie Kim,https://storage.googleapis.com/du-prd/books/images/9780593448205.jpg,329,500,https://www.amazon.com/dp/0593448200?tag=NYTBSREV-20,"[{'isbn10': '0593448200', 'isbn13': '9780593448205'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0593448200?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780593448205?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780593448205'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FHAPPINESS%2BFALLS%2FAngie%2BKim%2F9780593448205'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780593448205'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780593448205?aff=NYT'}]",nyt://book/41e2f658-c7a2-5d74-89a1-2b6aeb0cf840,1,Hardcover Fiction,28.0,4.3,https://www.barnesandnoble.com/w/happiness-falls-angie-kim/1142888527?ean=9780593448205
2023-09-17,8,0,1,0,0,059353669X,9780593536698,Knopf,"The seventh book in the Girl With the Dragon Tattoo series. When violence disrupts Mikael Blomkvist’s daughter’s marriage, Lisbeth Salander appears to be his last hope.",THE GIRL IN THE EAGLE'S TALONS,Karin Smirnoff,by Karin Smirnoff,https://storage.googleapis.com/du-prd/books/images/9780593536698.jpg,335,500,https://www.amazon.com/dp/059353669X?tag=NYTBSREV-20,"[{'isbn10': '059353669X', 'isbn13': '9780593536698'}, {'isbn10': '0593536703', 'isbn13': '9780593536704'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/059353669X?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780593536698?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780593536698'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BGIRL%2BIN%2BTHE%2BEAGLE%2527S%2BTALONS%2FKarin%2BSmirnoff%2F9780593536698'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780593536698'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780593536698?aff=NYT'}]",nyt://book/d100431d-c88a-5f7e-b63c-0c547ea3f49e,1,Hardcover Fiction,29.0,3.2,https://www.barnesandnoble.com/w/the-girl-in-the-eagles-talons-karin-smirnoff/1143073078?ean=9780593536698
2023-10-01,9,7,58,0,0,1982185821,9781982185824,Simon & Schuster,The actress and filmmaker describes her eating disorders and difficult relationship with her mother.,I'M GLAD MY MOM DIED,Jennette McCurdy,by Jennette McCurdy,https://storage.googleapis.com/du-prd/books/images/9781982185824.jpg,329,500,https://www.amazon.com/dp/1982185821?tag=NYTBSREV-20,"[{'isbn10': '1982185821', 'isbn13': '9781982185824'}, {'isbn10': '1982185848', 'isbn13': '9781982185848'}, {'isbn10': '179714796X', 'isbn13': '9781797147963'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1982185821?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781982185824?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781982185824'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FI%2527M%2BGLAD%2BMY%2BMOM%2BDIED%2FJennette%2BMcCurdy%2F9781982185824'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9781982185824'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9781982185824?aff=NYT'}]",nyt://book/be73b1c3-c238-5232-af55-bf70c59cb907,5,Hardcover Nonfiction,27.99,4.5,https://www.barnesandnoble.com/w/im-glad-my-mom-died-jennette-mccurdy/1140377015?ean=9781982185824
2023-10-01,7,4,22,0,0,0385534264,9780385534260,Doubleday,The survivors of a shipwrecked British vessel on a secret mission during an imperial war with Spain have different accounts of events.,THE WAGER,David Grann,by David Grann,https://storage.googleapis.com/du-prd/books/images/9780385534260.jpg,329,500,https://www.amazon.com/dp/0385534264?tag=NYTBSREV-20,"[{'isbn10': '0385534264', 'isbn13': '9780385534260'}, {'isbn10': '0385534272', 'isbn13': '9780385534277'}, {'isbn10': '0307747492', 'isbn13': '9780307747495'}, {'isbn10': '0307747484', 'isbn13': '9780307747488'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0385534264?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780385534260?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780385534260'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BWAGER%2FDavid%2BGrann%2F9780385534260'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780385534260'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780385534260?aff=NYT'}]",nyt://book/92ec85ca-4cff-59b6-94a3-b81002bfc8e6,5,Hardcover Nonfiction,30.0,4.5,https://www.barnesandnoble.com/w/the-wager-david-grann/1141813906?ean=9780385534260
2023-10-01,3,1,25,0,0,0593236599,9780593236598,Harmony,A look at recent scientific research on aging and longevity.,OUTLIVE,Peter Attia with Bill Gifford,by Peter Attia with Bill Gifford,https://storage.googleapis.com/du-prd/books/images/9780593236598.jpg,385,500,https://www.amazon.com/dp/0593236599?tag=NYTBSREV-20,"[{'isbn10': '0593236599', 'isbn13': '9780593236598'}, {'isbn10': '0593236602', 'isbn13': '9780593236604'}, {'isbn10': '0593664442', 'isbn13': '9780593664445'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0593236599?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780593236598?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780593236598'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FOUTLIVE%2FPeter%2BAttia%2Bwith%2BBill%2BGifford%2F9780593236598'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780593236598'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780593236598?aff=NYT'}]",nyt://book/69f6e624-4f30-59d6-8103-816d17ae5ec1,5,Hardcover Nonfiction,32.0,5.0,https://www.barnesandnoble.com/w/outlive-peter-attia-md/1141470538?ean=9780593236598
2023-09-24,14,7,13,0,0,059349993X,9780593499931,Ballantine,A hospice nurse shares some of her most impactful experiences and questions some of society's beliefs around end-of-life care.,THE IN-BETWEEN,Hadley Vlahos,by Hadley Vlahos,https://storage.googleapis.com/du-prd/books/images/9780593499931.jpg,331,500,https://www.amazon.com/dp/059349993X?tag=NYTBSREV-20,"[{'isbn10': '059349993X', 'isbn13': '9780593499931'}, {'isbn10': '0593499948', 'isbn13': '9780593499948'}, {'isbn10': '0593668812', 'isbn13': '9780593668818'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/059349993X?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780593499931?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780593499931'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHE%2BIN-BETWEEN%2FHadley%2BVlahos%2F9780593499931'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780593499931'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780593499931?aff=NYT'}]",nyt://book/9699c550-34ce-56c6-a242-3359bdeca897,4,Hardcover Nonfiction,27.0,4.9,https://www.barnesandnoble.com/w/the-in-between-hadley-vlahos-rn/1142242368?ean=9780593499931
2023-09-17,15,10,3,0,1,1958682012,9781958682012,All Seasons,An overview of the personal and professional life of the conservative commentator Tucker Carlson.,TUCKER,Chadwick Moore,by Chadwick Moore,https://storage.googleapis.com/du-prd/books/images/9781958682012.jpg,333,500,https://www.amazon.com/dp/1958682012?tag=NYTBSREV-20,"[{'isbn10': '1958682012', 'isbn13': '9781958682012'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1958682012?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781958682012?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781958682012'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTUCKER%2FChadwick%2BMoore%2F9781958682012'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9781958682012'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9781958682012?aff=NYT'}]",nyt://book/30139a59-455f-5bd0-ab74-818ab79b0e8d,3,Hardcover Nonfiction,30.0,5.0,https://www.barnesandnoble.com/w/tucker-chadwick-moore/1143475570?ean=9781958682012
2023-09-17,5,8,17,0,0,0593239911,9780593239919,Crown,The Pulitzer Prize-winning author of “Evicted” examines the ways in which affluent Americans keep poor people poor.,"POVERTY, BY AMERICA",Matthew Desmond,by Matthew Desmond,https://storage.googleapis.com/du-prd/books/images/9780593239919.jpg,329,500,https://www.amazon.com/dp/0593239911?tag=NYTBSREV-20,"[{'isbn10': '0593239911', 'isbn13': '9780593239919'}, {'isbn10': '059323992X', 'isbn13': '9780593239926'}, {'isbn10': '0593678540', 'isbn13': '9780593678541'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0593239911?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780593239919?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780593239919'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FPOVERTY%252C%2BBY%2BAMERICA%2FMatthew%2BDesmond%2F9780593239919'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780593239919'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780593239919?aff=NYT'}]",nyt://book/f21834a2-0566-54a6-bf85-b2aabf4a71e0,3,Hardcover Nonfiction,28.0,4.0,https://www.barnesandnoble.com/w/poverty-by-america-matthew-desmond/1141679690?ean=9780593239919
2023-09-17,9,9,8,0,0,1250326753,9781250326751,Flatiron,An oral history of the K-pop group that is celebrating its 10th anniversary.,BEYOND THE STORY,BTS and Myeongseok Kang,by BTS and Myeongseok Kang,https://storage.googleapis.com/du-prd/books/images/9781250326751.jpg,336,500,https://www.amazon.com/dp/1250326753?tag=NYTBSREV-20,"[{'isbn10': '1250326753', 'isbn13': '9781250326751'}, {'isbn10': '1250326761', 'isbn13': '9781250326768'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1250326753?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781250326751?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781250326751'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FBEYOND%2BTHE%2BSTORY%2FBTS%2Band%2BMyeongseok%2BKang%2F9781250326751'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9781250326751'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9781250326751?aff=NYT'}]",nyt://book/4fb7ac9f-69d4-5758-b614-3ca0f5faf11d,3,Hardcover Nonfiction,45.0,4.9,https://www.barnesandnoble.com/w/beyond-the-story-bts/1143474669?ean=9781250326751
2023-09-17,12,12,39,0,0,1984878107,9781984878106,Viking,An examination of the cognitive skills of rethinking and unlearning that could be used to adapt to a rapidly changing world.,THINK AGAIN,Adam Grant,by Adam Grant,https://storage.googleapis.com/du-prd/books/images/9781984878106.jpg,331,500,https://www.amazon.com/dp/1984878107?tag=NYTBSREV-20,"[{'isbn10': '1984878107', 'isbn13': '9781984878106'}, {'isbn10': '1984878115', 'isbn13': '9781984878113'}, {'isbn10': '0593395786', 'isbn13': '9780593395783'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1984878107?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781984878106?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781984878106'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FTHINK%2BAGAIN%2FAdam%2BGrant%2F9781984878106'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9781984878106'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9781984878106?aff=NYT'}]",nyt://book/63c6144a-3991-5653-ad88-4bca2e9afc1b,3,Hardcover Nonfiction,28.0,4.4,https://www.barnesandnoble.com/w/think-again-adam-grant/1137570667?ean=9781984878106
2023-09-17,14,13,12,0,0,1250878357,9781250878359,Flatiron,The Oscar-nominated star details discovering himself as a trans person and navigating abuse in Hollywood.,PAGEBOY,Elliot Page,by Elliot Page,https://storage.googleapis.com/du-prd/books/images/9781250878359.jpg,324,500,https://www.amazon.com/dp/1250878357?tag=NYTBSREV-20,"[{'isbn10': '1250878357', 'isbn13': '9781250878359'}, {'isbn10': '1250878365', 'isbn13': '9781250878366'}, {'isbn10': '1250897653', 'isbn13': '9781250897657'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1250878357?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781250878359?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781250878359'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FPAGEBOY%2FElliot%2BPage%2F9781250878359'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9781250878359'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9781250878359?aff=NYT'}]",nyt://book/fc264f20-2719-5c9e-954e-e872ebb6f148,3,Hardcover Nonfiction,29.99,3.8,https://www.barnesandnoble.com/w/pageboy-elliot-page/1141673209?ean=9781250878359
2023-09-17,8,11,56,0,0,1250223180,9781250223180,Flatiron,An approach to dealing with trauma that shifts an essential question used to investigate it.,WHAT HAPPENED TO YOU?,Bruce D. Perry and Oprah Winfrey,by Bruce D. Perry and Oprah Winfrey,https://storage.googleapis.com/du-prd/books/images/9781250223180.jpg,319,500,https://www.amazon.com/dp/1250223180?tag=NYTBSREV-20,"[{'isbn10': '1250223180', 'isbn13': '9781250223180'}, {'isbn10': '1250223210', 'isbn13': '9781250223210'}, {'isbn10': '1250260655', 'isbn13': '9781250260659'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1250223180?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781250223180?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781250223180'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FWHAT%2BHAPPENED%2BTO%2BYOU%253F%2FBruce%2BD.%2BPerry%2Band%2BOprah%2BWinfrey%2F9781250223180'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9781250223180'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9781250223180?aff=NYT'}]",nyt://book/5bd45771-6d8f-5a8e-aa45-46b74262534e,3,Hardcover Nonfiction,28.99,4.5,https://www.barnesandnoble.com/w/what-happened-to-you-oprah-winfrey/1138411016?ean=9781250223180
2023-09-24,10,4,3,0,1,1668032856,9781668032855,Avid Reader,The sports gambler shares his life story and gives insights on his betting system.,GAMBLER,Billy Walters with Armen Keteyian,by Billy Walters with Armen Keteyian,https://storage.googleapis.com/du-prd/books/images/9781668032855.jpg,331,500,https://www.amazon.com/dp/1668032856?tag=NYTBSREV-20,"[{'isbn10': '1668032856', 'isbn13': '9781668032855'}, {'isbn10': '1668032872', 'isbn13': '9781668032879'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1668032856?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9781668032855?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781668032855'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FGAMBLER%2FBilly%2BWalters%2Bwith%2BArmen%2BKeteyian%2F9781668032855'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9781668032855'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9781668032855?aff=NYT'}]",nyt://book/807f7f8e-6927-5c7d-bb88-31f39e583198,3,Hardcover Nonfiction,35.0,0.0,https://www.barnesandnoble.com/w/gambler-billy-walters/1143046107?ean=9781668032855
2023-09-24,15,6,3,0,1,0593191862,9780593191866,Portfolio,"The journalist and social commentator looks at how the pressure to succeed affects parents, educators and children.",NEVER ENOUGH,Jennifer Breheny Wallace,by Jennifer Breheny Wallace,https://storage.googleapis.com/du-prd/books/images/9780593191866.jpg,331,500,https://www.amazon.com/dp/0593191862?tag=NYTBSREV-20,"[{'isbn10': '0593191862', 'isbn13': '9780593191866'}, {'isbn10': '0593191870', 'isbn13': '9780593191873'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0593191862?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://goto.applebooks.apple/9780593191866?at=10lIEQ'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780593191866'}, {'name': 'Books-A-Million', 'url': 'https://www.anrdoezrs.net/click-7990613-35140?url=https%3A%2F%2Fwww.booksamillion.com%2Fp%2FNEVER%2BENOUGH%2FJennifer%2BBreheny%2BWallace%2F9780593191866'}, {'name': 'Bookshop', 'url': 'https://bookshop.org/a/3546/9780593191866'}, {'name': 'IndieBound', 'url': 'https://www.indiebound.org/book/9780593191866?aff=NYT'}]",nyt://book/60dbdeaa-91d1-51ec-9acd-b11fb658c85c,3,Hardcover Nonfiction,29.0,5.0,https://www.barnesandnoble.com/w/never-enough-jennifer-breheny-wallace/1142779009?ean=9780593191866
